Id;R;Nome;Squadra;Pv;Mv;Fm;Gf;Gs;Ass;Amm;Esp;Au
536;C;Politano;Napoli;20;6,02;6,15;0;0;3;1;0;0
7146;C;Tourè I.;Pisa;22;5,93;5,98;1;0;0;2;1;0
6680;C;Karlstrom;Udinese;24;5,94;5,98;1;0;0;4;0;0
2528;C;Matic;Sassuolo;23;6,02;6,07;1;0;1;4;1;0
5651;C;Harrison;Fiorentina;2;6;6,5;0;0;1;0;0;0
22;C;De Roon;Atalanta;20;6,08;6,1;1;0;1;5;1;0
5301;C;Luis Henrique;Inter;17;5,94;6,21;1;0;2;1;0;0
5318;C;Tramoni M.;Pisa;19;5,76;6,13;2;0;2;3;0;0
5888;C;Casadei;Torino;21;5,88;6,19;3;0;0;5;0;0
7028;C;Bernede;Verona;24;5,85;6,04;1;0;2;1;0;0
5761;C;Zhegrova;Juventus;8;6;6;0;0;0;0;0;0
6054;C;Moro N.;Bologna;16;5,88;6,03;1;0;0;1;0;0
6206;C;Fabbian;Fiorentina;15;5,83;6,2;2;0;0;1;0;0
4465;C;Fagioli;Fiorentina;21;5,98;6,02;0;0;3;4;0;0
4970;C;Messias;Genoa;8;6,12;6,5;1;0;0;0;0;0
6898;C;Keita M.;Parma;22;5,95;5,93;0;0;0;1;0;0
7198;C;Piotrowski;Udinese;20;5,9;6;1;0;0;2;0;0
2670;C;Bailey;Roma;5;5,7;5,7;0;0;0;0;0;0
6844;C;Rowe;Bologna;15;6,1;6,1;0;0;1;2;0;0
801;C;Gagliardini;Verona;18;5,97;5,97;1;0;0;6;0;0
7318;C;Gandelman;Lecce;5;6,1;6,7;1;0;0;0;0;0
6024;C;Sulemana I.;Cagliari;5;5,9;6,4;1;0;0;1;0;0
5784;C;Aebischer;Pisa;23;5,83;5,87;1;0;0;4;0;0
4870;C;Adopo;Cagliari;24;5,75;5,83;1;0;0;2;0;0
6252;C;Folorunsho;Cagliari;16;6,03;6,12;1;0;0;3;0;0
4662;C;Weah;Juventus;0;0;0;0;0;0;0;0;0
6190;C;Pisilli;Roma;8;6,12;6,25;0;0;1;0;0;0
795;C;El Shaarawy;Roma;11;6,09;6,23;0;0;2;2;0;0
6481;C;Payero;Cremonese;16;6,03;6,03;1;0;0;6;0;0
7209;C;Sorensen O.;Parma;21;5,81;5,9;1;0;0;2;0;0
7223;C;Vergara;Napoli;4;6,5;7,12;1;0;0;1;0;0
7254;C;Lorran;Pisa;4;5,88;6,62;1;0;0;0;0;0
7331;C;Loyola;Pisa;2;6;6;0;0;0;0;0;0
6575;C;Zaragoza;Roma;1;6;5,5;0;0;0;1;0;0
7351;C;Santos A.;Napoli;0;0;0;0;0;0;0;0;0
5858;C;Ferguson;Bologna;16;5,91;5,97;1;0;0;4;0;0
6424;C;Prati;Torino;20;5,88;5,9;1;0;0;5;0;0
6294;C;Ndour;Fiorentina;17;5,74;5,88;1;0;0;1;0;0
181;C;Vecino;Lazio;12;5,92;5,96;0;0;1;1;0;0
6549;C;Pierotti;Lecce;23;5,76;5,74;0;0;0;1;0;0
5992;C;Bondo;Cremonese;20;5,9;5,8;0;0;0;4;0;0
5998;C;Zerbin;Cremonese;17;5,79;5,88;0;0;2;1;0;0
5131;C;Gilmour;Napoli;6;6;6,42;1;0;0;1;0;0
6593;C;Akinsanmiro;Pisa;13;6;6;0;0;1;2;0;0
4479;C;Elmas;Napoli;19;5,74;5,76;0;0;1;1;0;0
788;C;Freuler;Bologna;16;6,03;5,84;0;0;1;4;0;1
184;C;Bernardeschi;Bologna;13;5,81;5,96;1;0;0;2;0;0
1871;C;Deiola;Cagliari;12;6,04;6;0;0;1;3;0;0
27;C;Grassi;Cremonese;17;5,74;5,68;0;0;0;2;0;0
2842;C;Zanimacchia;Cremonese;0;0;0;0;0;0;0;0;0
6917;C;Masini;Genoa;16;5,94;5,81;0;0;0;4;0;0
6394;C;Ramadani;Lecce;23;5,85;5,7;0;0;0;7;0;0
5295;C;Musah;Atalanta;11;5,95;5,91;0;0;0;1;0;0
5823;C;Baldanzi;Genoa;9;6;6,22;1;0;0;2;0;0
6170;C;Gineitis;Torino;14;5,71;5,75;0;0;1;1;0;0
6112;C;Iling Junior;Pisa;0;0;0;0;0;0;0;0;0
4896;C;Maldini;Lazio;8;5,94;6;0;0;1;1;0;0
6106;C;Carboni V.;Genoa;10;5,7;5,6;0;0;0;2;0;0
2848;C;Frattesi;Inter;8;6;6;0;0;0;0;0;0
5685;C;Koopmeiners;Juventus;19;5,66;5,53;0;0;0;5;0;0
5457;C;Maleh;Cremonese;10;5,75;5,65;0;0;0;2;0;0
4856;C;Chukwueze;Milan;1;5,5;5,5;0;0;0;0;0;0
5290;C;Estevez;Parma;14;5,79;5,71;0;0;0;2;0;0
7138;C;Ordonez C.;Parma;10;5,75;5,85;1;0;0;2;1;0
5319;C;Sohm;Bologna;14;5,61;5,61;0;0;1;2;0;0
6984;C;Ondrejka;Parma;11;5,64;5,59;0;0;0;1;0;0
7145;C;Piccinini G.;Pisa;12;5,92;5,83;0;0;0;2;0;0
7149;C;Marin M.;Pisa;17;5,85;5,71;0;0;0;5;0;0
6271;C;El Aynaoui;Roma;10;6;5,95;0;0;1;3;0;0
4930;C;Ghion;Sassuolo;0;0;0;0;0;0;0;0;0
6246;C;Lipani;Sassuolo;10;5,8;5,8;0;0;0;0;0;0
7157;C;Iannoni;Sassuolo;4;6;6,62;1;0;0;3;0;0
4890;C;Tameze;Torino;17;5,65;5,59;0;0;0;2;0;0
6889;C;Anjorin;Torino;7;5,71;5,64;0;0;0;1;0;0
5540;C;Niasse;Verona;14;5,79;5,82;0;0;1;1;0;0
7203;C;Jashari;Milan;5;5,9;5,9;0;0;0;0;0;0
7208;C;Miller L.;Udinese;9;5,89;5,78;0;0;0;2;0;0
6005;C;Ilkhan;Torino;8;5,75;5,81;0;0;1;1;0;0
6218;C;Oristanio;Parma;13;5,69;5,65;0;0;0;1;0;0
7010;C;Al-Musrati;Verona;9;5,78;5,72;0;0;1;3;0;0
4349;C;Nicolussi Caviglia;Parma;10;5,7;5,8;0;0;2;4;0;0
7341;C;Amorim;Genoa;0;0;0;0;0;0;0;0;0
6225;C;El Azzouzi;Bologna;0;0;0;0;0;0;0;0;0
4284;C;Sergi Roberto;Como;7;5,93;5,79;0;0;0;2;0;0
5863;C;Castagnetti;Cremonese;0;0;0;0;0;0;0;0;0
4911;C;Douglas Luiz;Juventus;0;0;0;0;0;0;0;0;0
6191;C;Belahyane;Lazio;8;5,75;5,69;0;0;1;1;1;0
4459;C;Rovella;Lazio;6;5,83;5,83;0;0;1;2;0;0
6629;C;Dele-Bashiru;Lazio;8;5,69;5,69;0;0;0;0;0;0
6410;C;Kaba;Lecce;11;5,77;5,73;0;0;0;1;0;0
6634;C;Tete Morente;Lecce;15;5,57;5,57;0;0;1;2;0;0
5850;C;Lovric;Verona;5;5,7;5,8;0;0;1;1;0;0
5688;C;Harroui;Verona;8;5,69;5,69;0;0;0;0;0;0
6677;C;Adzic;Juventus;4;6,12;6,88;1;0;0;0;0;0
6528;C;Sarmiento J.;Cremonese;5;5,9;5,9;0;0;0;0;0;0
7036;C;Bakola;Sassuolo;0;0;0;0;0;0;0;0;0
6676;C;Engelhardt;Como;0;0;0;0;0;0;0;0;0
7132;C;Collocolo;Cremonese;4;6;5,88;0;0;0;1;0;0
5857;C;Pickel;Cremonese;0;0;0;0;0;0;0;0;0
6804;C;Richardson;Fiorentina;1;5,5;5,5;0;0;0;0;0;0
6010;C;Fazzini;Fiorentina;8;5,81;5,81;0;0;0;0;0;0
5788;C;Sabiri;Fiorentina;1;5,5;5,5;0;0;0;0;0;0
6980;C;Venturino;Roma;2;5,75;5,75;0;0;0;0;0;0
6722;C;Gronbaek;Genoa;2;5,5;5,25;0;0;0;1;0;0
5719;C;Asllani;Torino;14;5,57;5,25;0;0;0;3;0;0
5872;C;Helgason;Lecce;3;5,5;5,5;0;0;0;0;0;0
4423;C;Hernani;Parma;3;5,67;5,67;0;0;0;0;0;0
7150;C;Vural;Pisa;8;5,81;5,62;0;0;0;3;0;0
6219;C;Boloca;Sassuolo;2;5,75;5,75;0;0;0;0;0;0
5007;C;Ilic;Torino;7;6;5,86;0;0;0;2;0;0
6212;C;Zarraga;Udinese;4;5,75;5,62;0;0;0;1;0;0
6506;C;Fini;Genoa;1;5,5;5,5;0;0;0;0;0;0
6274;C;Diouf;Inter;4;5,75;5,75;0;0;0;0;0;0
5610;C;Vranckx;Sassuolo;12;5,62;5,54;0;0;0;2;0;0
7248;C;Gorter;Lecce;1;5,5;5,5;0;0;0;0;0;0
6538;C;Onana J.;Genoa;1;5,5;5,5;0;0;0;0;0;0
4677;C;Cornet;Genoa;5;5,1;4,5;0;0;0;0;0;0
7345;C;Przyborek;Lazio;0;0;0;0;0;0;0;0;0
7357;C;Lahdo;Como;0;0;0;0;0;0;0;0;0
7165;C;Liteta;Cagliari;2;5,75;5,75;0;0;0;0;0;0
6656;C;Braunoder;Como;0;0;0;0;0;0;0;0;0
2553;C;Alli;Como;0;0;0;0;0;0;0;0;0
2274;C;Valoti;Cremonese;0;0;0;0;0;0;0;0;0
5516;C;Bianco;Fiorentina;0;0;0;0;0;0;0;0;0
7135;C;Stanciu;Genoa;4;5,5;4,75;0;0;0;0;0;0
6633;C;Pierret;Lecce;1;6;6;0;0;0;0;0;0
6222;C;Rafia;Lecce;0;0;0;0;0;0;0;0;0
6645;C;Marchwinski;Lecce;0;0;0;0;0;0;0;0;0
6678;C;Liberali;Milan;0;0;0;0;0;0;0;0;0
7147;C;Hojholt;Pisa;6;5,67;5,58;0;0;0;1;0;0
7151;C;Arena;Pisa;0;0;0;0;0;0;0;0;0
5824;C;Pafundi;Udinese;0;0;0;0;0;0;0;0;0
7177;C;Santiago;Verona;0;0;0;0;0;0;0;0;0
2117;C;Kastanos;Verona;1;6;6;0;0;0;0;0;0
6618;C;Cissè A.;Verona;0;0;0;0;0;0;0;0;0
6486;C;Suslov;Verona;0;0;0;0;0;0;0;0;0
2076;C;Rog;Cagliari;0;0;0;0;0;0;0;0;0
7025;C;Cuenca H.;Genoa;0;0;0;0;0;0;0;0;0
7246;C;Sala A.;Lecce;4;5,75;6;0;0;1;0;0;0
5561;C;Stengs;Pisa;0;0;0;0;0;0;0;0;0
7276;C;Cremaschi;Parma;0;0;0;0;0;0;0;0;0
5286;C;Akpa Akpro;Verona;9;5,89;5,67;0;0;0;4;0;0
7319;C;Fofana Sa.;Lecce;0;0;0;0;0;0;0;0;0
7322;C;Ngom;Lecce;0;0;0;0;0;0;0;0;0
2764;A;Martinez L.;Inter;24;6,44;8,29;14;0;4;3;0;0
4871;A;Thuram;Inter;18;6,42;7,69;7;0;3;2;0;0
6434;A;Yildiz;Juventus;23;6,5;7,54;8;0;4;2;0;0
4510;A;Leao;Milan;16;6,12;7,53;7;0;2;1;0;0
6052;A;Hojlund;Napoli;20;6,1;7,38;8;0;2;1;0;0
7017;A;Douvikas;Como;21;6,17;7,31;8;0;0;0;0;0
6435;A;Krstovic;Atalanta;19;6,13;7,39;7;0;4;2;0;0
5734;A;Soulè;Roma;23;6,17;7,11;6;0;4;1;0;0
5637;A;Davis K.;Udinese;22;6,27;7,27;7;0;3;4;0;0
531;A;Berardi;Sassuolo;14;6,43;7,64;5;0;3;2;0;0
2137;A;Scamacca;Atalanta;15;6,17;7,37;6;0;1;2;0;0
6572;A;Castro S.;Bologna;21;6,07;6,95;6;0;1;1;0;0
6552;A;Orban G.;Verona;21;6;6,95;7;0;1;4;0;0
7071;A;Esposito F.P.;Inter;18;6,33;6,97;3;0;3;1;0;0
505;A;Bonazzoli;Cremonese;21;6,1;6,83;5;0;2;3;0;0
7023;A;Pellegrino M.;Parma;24;6,02;6,71;6;0;0;3;0;0
4728;A;Nkunku;Milan;15;6,03;7,17;5;0;2;0;0;0
2499;A;Vardy;Cremonese;20;5,95;6,6;5;0;0;4;0;0
2097;A;Kean;Fiorentina;21;5,86;6,69;6;0;1;3;0;0
6226;A;Castellanos;Lazio;11;6,09;6,82;2;0;3;2;0;0
2061;A;Simeone;Torino;18;6,06;6,89;5;0;0;0;0;0
6060;A;Laurientè;Sassuolo;23;6,11;6,59;3;0;3;2;0;0
5995;A;De Ketelaere;Atalanta;21;6,17;6,69;3;0;3;2;0;0
4463;A;Esposito Se.;Cagliari;23;6,2;6,67;3;0;4;4;0;0
5455;A;Moreo;Pisa;21;6,07;6,74;5;0;0;2;0;0
4436;A;Cambiaghi;Bologna;18;6,06;6,64;3;0;4;3;1;0
6669;A;Bonny;Inter;14;6,32;7,61;5;0;3;0;0;0
4371;A;Raspadori;Atalanta;3;6,5;7,83;1;0;1;0;0;0
6646;A;Adams C.;Torino;22;5,95;6,55;4;0;1;0;0;0
2369;A;Thauvin;Udinese;0;0;0;0;0;0;0;0;0
7199;A;Kilicsoy;Cagliari;11;6,27;7,36;4;0;0;1;0;0
5585;A;Malen;Roma;4;6,38;8,62;3;0;0;0;0;0
4923;A;Colombo;Genoa;23;5,91;6,59;6;0;1;1;0;0
5544;A;David;Juventus;20;5,82;6,52;5;0;2;0;0;0
2531;A;Lukaku;Napoli;0;0;0;0;0;0;0;0;0
6365;A;Ferguson E.;Roma;14;6,11;6,86;3;0;2;1;0;0
7162;A;Giovane;Napoli;23;6;6,52;3;0;4;2;0;0
7316;A;Durosinmi;Pisa;4;6,12;7,12;1;0;1;0;0;0
4730;A;Lookman;Atalanta;10;5,8;6,4;2;0;0;0;0;0
2678;A;Fullkrug;Milan;6;6,08;6,58;1;0;0;0;0;0
7313;A;Ratkov;Lazio;4;5,62;5,62;0;0;0;0;0;0
6243;A;Borrelli;Cagliari;21;5,95;6,36;3;0;1;3;0;0
6164;A;Vitinha O.;Genoa;20;6;6,42;3;0;1;3;0;0
2841;A;Vlahovic;Juventus;13;5,96;6,65;3;0;0;0;0;0
5500;A;Cancellieri;Lazio;17;6;6,41;3;0;0;4;0;0
6001;A;Banda;Lecce;19;6,03;6,42;3;0;2;5;1;0
7120;A;Lang;Napoli;14;6,04;6,32;1;0;2;2;0;0
309;A;Dybala;Roma;17;6,09;6,44;2;0;3;0;0;0
6675;A;Dovbyk;Roma;12;6;6,83;3;0;1;0;0;0
2038;A;Pinamonti;Sassuolo;23;5,78;6,24;4;0;2;1;0;0
7129;A;Rodriguez Je.;Como;19;6,11;6,29;0;0;5;1;1;0
7008;A;Gimenez;Milan;9;5,56;5,5;0;0;0;1;0;0
5918;A;Sulemana K.;Atalanta;14;6,04;6,43;2;0;1;3;0;0
7127;A;Addai;Como;11;6;6,64;3;0;0;4;0;0
5506;A;Ekuban;Genoa;18;5,97;6,36;2;0;1;0;0;0
4179;A;Gonzalez N.;Juventus;0;0;0;0;0;0;0;0;0
2489;A;Pedro;Lazio;14;6,11;6,75;3;0;1;2;0;0
6556;A;Noslin;Lazio;11;5,73;6,18;2;0;0;0;1;0
5336;A;Nzola;Sassuolo;17;5,88;6,15;3;0;0;1;1;0
6380;A;Solomon;Fiorentina;6;6,17;7,17;2;0;0;0;0;0
6822;A;Ekhator;Genoa;15;5,93;6,27;2;0;0;3;0;0
7001;A;N'Dri;Lecce;10;5,95;6,45;2;0;0;2;0;0
6145;A;Ngonge;Torino;17;5,82;6;1;0;1;2;0;0
6981;A;Vaz;Roma;2;5,75;5,75;0;0;0;0;0;0
4359;A;Piccoli;Fiorentina;18;5,72;6,06;2;0;0;0;0;0
6667;A;Benedyczak;Parma;10;5,95;6,3;1;0;1;1;0;0
6314;A;Openda;Juventus;13;5,85;6,08;1;0;0;0;0;0
441;A;Belotti;Cagliari;3;6,33;8,33;2;0;0;0;0;0
6229;A;Tourè E.;Atalanta;0;0;0;0;0;0;0;0;0
6643;A;Dallinga;Bologna;16;5,75;5,97;1;0;1;1;0;0
5496;A;Johnsen;Cremonese;9;5,83;6,28;1;0;1;0;0;0
6836;A;Meister;Pisa;19;5,71;6;2;0;0;1;0;0
6630;A;Mosquera;Verona;12;5,96;6,08;0;0;2;1;0;0
6439;A;Cheddira;Lecce;10;5,75;6,05;1;0;0;1;0;0
7249;A;Buksa;Udinese;12;5,92;6,12;1;0;0;1;0;0
7252;A;Stulic;Lecce;22;5,7;5,95;2;0;0;1;0;0
2832;A;Boga;Juventus;1;6,5;7,5;0;0;1;0;0;0
7128;A;Kuhn;Como;11;5,95;6,23;1;0;0;0;0;0
2155;A;Cutrone;Parma;14;5,71;5,93;1;0;0;0;0;0
6409;A;Beltran L.;Fiorentina;0;0;0;0;0;0;0;0;0
479;A;Sanabria;Cremonese;15;5,87;6,07;1;0;1;2;0;0
2475;A;Sanchez;Udinese;0;0;0;0;0;0;0;0;0
6895;A;Dominguez B.;Bologna;9;5,89;6,17;0;0;3;1;0;0
6215;A;Lucca;Napoli;9;5,72;6;1;0;0;1;0;0
6205;A;Mulattieri;Sassuolo;0;0;0;0;0;0;0;0;0
6827;A;Njie;Torino;4;5,75;6,75;1;0;1;1;0;0
608;A;Zapata D.;Torino;13;5,62;5,62;1;0;0;0;0;0
6159;A;Sarr A.;Verona;22;5,7;5,66;0;0;0;0;1;0
7347;A;Bowie;Verona;1;5;5;0;0;0;0;0;0
7349;A;Kulenovic;Torino;1;5,5;5,5;0;0;0;0;0;0
785;A;Immobile;Bologna;6;5,58;5,5;0;0;0;1;0;0
6628;A;Taremi;Inter;0;0;0;0;0;0;0;0;0
5672;A;Dia;Lazio;14;5,57;5,79;1;0;0;0;0;0
6519;A;Camarda;Lecce;16;5,66;5,62;1;0;0;1;0;0
6227;A;Okafor;Milan;0;0;0;0;0;0;0;0;0
7153;A;Lind;Pisa;0;0;0;0;0;0;0;0;0
6653;A;Bravo;Udinese;4;6;6,62;1;0;0;1;0;0
7344;A;Stojilkovic;Pisa;2;5,25;5,25;0;0;0;0;0;0
6459;A;Karlsson;Bologna;0;0;0;0;0;0;0;0;0
5297;A;Luvumbo;Cagliari;10;5,8;5,8;0;0;0;0;0;0
6967;A;Diao;Como;6;5,75;5,75;0;0;0;0;0;0
5512;A;De Luca;Cremonese;1;7;10;1;0;0;0;0;0
647;A;Dzeko;Fiorentina;8;5,62;5,56;0;0;0;1;0;0
6207;A;Almqvist;Parma;8;5,88;5,88;0;0;0;0;0;0
5471;A;Djuric;Cremonese;3;5,83;5,67;0;0;0;1;0;0
6213;A;Brenner;Udinese;0;0;0;0;0;0;0;0;0
7161;A;Bayo V.;Udinese;9;5,72;5,83;0;0;1;0;0;0
6644;A;Rocha Livramento;Verona;0;0;0;0;0;0;0;0;0
7183;A;Aboukhlal;Torino;10;5,8;5,65;0;0;0;4;0;0
313;A;Morata;Como;12;5,5;5,21;0;0;0;1;0;0
247;A;Pavoletti;Cagliari;4;5,88;5,75;0;0;0;1;0;0
1842;A;Pierini;Sassuolo;4;6;5,88;0;0;0;1;0;0
5845;A;Alvarez A.;Sassuolo;0;0;0;0;0;0;0;0;0
7158;A;Moro L.;Sassuolo;5;5,7;5,6;0;0;0;1;0;0
7264;A;Ambrosino;Napoli;1;5,5;5,5;0;0;0;0;0;0
6555;A;Moumbagna;Cremonese;5;5,6;5,6;0;0;0;0;0;0
7272;A;Gueye;Udinese;6;5,58;5,42;0;0;0;2;0;0
7027;A;Azon;Como;0;0;0;0;0;0;0;0;0
6657;A;Gabrielloni;Como;0;0;0;0;0;0;0;0;0
5515;A;Okereke;Cremonese;2;6;6;0;0;0;0;0;0
7134;A;Nasti;Cremonese;0;0;0;0;0;0;0;0;0
2012;A;Milik;Juventus;0;0;0;0;0;0;0;0;0
7171;A;Buffon L.;Pisa;0;0;0;0;0;0;0;0;0
7152;A;Bonfanti N.;Pisa;0;0;0;0;0;0;0;0;0
7159;A;Skjellerup;Sassuolo;0;0;0;0;0;0;0;0;0
6635;A;Pizarro;Udinese;0;0;0;0;0;0;0;0;0
7213;A;Frigan;Parma;0;0;0;0;0;0;0;0;0
2762;A;Kouamè;Fiorentina;1;6;6;0;0;0;0;0;0
7262;A;Balentien;Milan;0;0;0;0;0;0;0;0;0
7277;A;Arena A.;Roma;0;0;0;0;0;0;0;0;0
7309;A;Isaac;Verona;1;6;6;0;0;0;0;0;0
7317;A;Trepy;Cagliari;0;0;0;0;0;0;0;0;0
7338;A;Albarracin;Cagliari;0;0;0;0;0;0;0;0;0
7342;A;Elphege;Parma;0;0;0;0;0;0;0;0;0
